student_id,cgpa,cgpa_normalized,10th_normalized,12th_normalized,backlogs_history,active_backlogs,department,num_certs,num_global_premium,num_global_standard,num_national,num_local,max_cert_tier,num_projects,max_project_complexity,num_advanced_projects,num_deployed,num_with_github,total_project_weeks,num_internships,total_internship_months,max_internship_tier,num_papers,max_paper_tier,num_first_author,num_skills,num_advanced_skills,num_verified_skills
SRM_STA_129,8.84,0.884,0.7759999999999999,0.9109999999999999,0,1,AIML,4,1,1,1,1,4,5,3,2,3,3,40,1,6.0,2,0,0,0,8,5,5
SRM_STA_130,6.49,0.649,0.8220000000000001,0.664,0,1,CSE,4,1,0,1,2,4,5,2,0,2,3,35,2,8.0,4,0,0,0,8,3,4
SRM_STA_131,8.09,0.8089999999999999,0.99,0.716,0,1,CSE,4,0,2,1,1,3,5,3,1,2,5,29,2,4.0,3,0,0,0,8,4,4
SRM_STA_132,6.49,0.649,0.8909999999999999,0.701,0,1,AIML,4,2,0,1,1,4,5,2,0,3,3,32,1,3.0,3,0,0,0,8,3,3
SRM_STA_133,6.21,0.621,0.7759999999999999,0.735,0,2,IT,3,2,0,1,0,4,5,3,2,3,4,42,2,5.0,5,0,0,0,8,3,5
SRM_STA_134,6.0,0.6,0.883,0.6629999999999999,0,1,CSE,4,0,0,0,4,1,5,3,3,3,5,40,1,2.0,3,0,0,0,8,4,6
SRM_STA_135,6.65,0.665,0.6890000000000001,0.722,0,1,MECH,3,1,1,0,1,4,5,3,1,2,3,24,1,3.0,5,0,0,0,8,4,8
SRM_STA_136,6.49,0.649,0.935,0.526,0,1,AIML,3,0,0,0,3,1,5,3,2,2,2,42,1,1.0,5,0,0,0,8,1,5
SRM_STA_137,6.86,0.686,0.7979999999999999,0.653,0,1,ECE,3,0,0,1,2,2,5,3,2,4,4,42,1,2.0,5,0,0,0,8,1,7
SRM_STA_138,7.56,0.756,0.715,0.823,0,1,CSE,4,2,1,1,0,4,5,2,0,4,3,32,1,3.0,2,0,0,0,8,4,5
SRM_STA_139,9.79,0.9789999999999999,0.564,0.897,0,2,IT,3,2,0,1,0,4,5,3,1,2,3,46,1,3.0,5,0,0,0,8,2,5
SRM_STA_140,7.38,0.738,0.785,0.737,0,1,AIML,3,2,0,0,1,4,5,2,0,3,5,33,1,6.0,4,0,0,0,8,2,5
SRM_STA_141,9.14,0.914,0.7759999999999999,0.99,0,1,CSE,3,2,0,1,0,4,5,3,2,0,3,37,2,12.0,5,0,0,0,8,2,6
SRM_STA_142,6.57,0.657,0.75,0.625,0,1,CSE,4,2,1,1,0,4,5,3,2,1,4,33,1,2.0,3,0,0,0,8,1,6
SRM_STA_143,6.91,0.6910000000000001,0.772,0.7190000000000001,0,1,AIDS,4,0,3,1,0,3,5,3,1,4,3,40,1,3.0,3,0,0,0,8,4,3
SRM_STA_144,5.27,0.5269999999999999,0.99,0.532,0,2,AIML,2,0,2,0,0,3,5,3,3,4,3,43,1,2.0,3,0,0,0,8,3,5
SRM_STA_145,7.62,0.762,0.634,0.79,0,2,CSE,3,0,0,1,2,2,5,3,1,2,2,37,2,6.0,5,0,0,0,8,4,7
SRM_STA_146,6.27,0.627,0.721,0.747,0,1,ECE,3,1,0,1,1,4,5,3,3,3,4,45,2,5.0,5,0,0,0,8,3,5
SRM_STA_147,6.81,0.6809999999999999,0.7809999999999999,0.6940000000000001,0,1,AIML,4,0,2,1,1,3,5,2,0,3,3,47,2,5.0,5,0,0,0,8,3,6
SRM_STA_148,9.04,0.9039999999999999,0.621,0.863,0,1,IT,3,1,2,0,0,4,5,3,2,2,3,43,1,6.0,4,0,0,0,8,1,4
SRM_STA_149,8.98,0.898,0.787,0.99,0,1,CSE,3,1,1,1,0,4,5,3,1,1,4,32,2,3.0,4,0,0,0,8,3,6
SRM_STA_150,7.19,0.7190000000000001,0.8170000000000001,0.7490000000000001,0,2,IT,4,1,1,0,2,4,5,3,1,2,4,37,2,5.0,4,0,0,0,8,3,4
SRM_STA_151,6.19,0.619,0.7759999999999999,0.6609999999999999,0,1,CSE,4,0,1,1,2,3,5,3,1,4,4,38,1,3.0,4,0,0,0,8,1,2
SRM_STA_152,6.76,0.6759999999999999,0.5589999999999999,0.705,0,1,AIML,3,1,0,1,1,4,5,2,0,4,5,36,1,3.0,2,0,0,0,8,2,5
SRM_STA_153,7.22,0.722,0.6890000000000001,0.6990000000000001,0,1,CSE,4,0,0,3,1,2,5,2,0,1,4,22,1,6.0,2,0,0,0,8,5,5
SRM_STA_154,9.7,0.97,0.9670000000000001,0.99,0,1,CSE,4,1,3,0,0,4,5,3,4,3,5,48,2,6.0,4,0,0,0,8,2,7
SRM_STA_155,8.93,0.893,0.61,0.807,0,2,CSE,3,3,0,0,0,4,5,3,1,3,4,29,2,7.0,5,0,0,0,8,3,5
SRM_STA_156,8.42,0.842,0.785,0.94,0,2,AIML,2,0,1,0,1,3,5,2,0,3,5,27,2,3.0,3,0,0,0,8,2,5
SRM_STA_157,7.11,0.7110000000000001,0.8370000000000001,0.6920000000000001,0,1,IT,2,1,0,1,0,4,5,3,1,2,4,32,1,1.0,4,0,0,0,8,3,6
SRM_STA_158,6.72,0.6719999999999999,0.99,0.542,0,1,CSE,4,0,1,2,1,3,5,3,3,3,4,44,1,3.0,2,0,0,0,8,2,6
SRM_STA_159,9.87,0.9869999999999999,0.7759999999999999,0.978,0,1,CSE,3,1,1,0,1,4,5,3,3,3,4,39,2,5.0,3,0,0,0,8,2,5
SRM_STA_160,7.84,0.784,0.818,0.843,0,1,AIML,4,3,1,0,0,4,5,3,2,5,3,36,1,3.0,4,0,0,0,8,2,7
SRM_STA_161,8.7,0.8699999999999999,0.8170000000000001,0.8640000000000001,0,1,AIML,3,1,1,1,0,4,5,3,2,3,4,30,1,2.0,3,0,0,0,8,1,7
SRM_STA_162,9.07,0.907,0.775,0.99,0,1,AIML,2,0,0,0,2,1,5,3,3,2,4,40,2,9.0,4,0,0,0,8,3,5
SRM_STA_163,7.92,0.792,0.965,0.735,0,2,IT,4,1,0,2,1,4,5,3,1,2,5,28,1,6.0,2,0,0,0,8,1,4
SRM_STA_164,7.27,0.727,0.775,0.8009999999999999,0,1,CSE,3,1,0,2,0,4,5,3,3,4,4,35,1,2.0,2,0,0,0,8,4,8
SRM_STA_165,7.06,0.706,0.59,0.8370000000000001,0,1,IT,4,2,1,0,1,4,5,3,1,3,5,43,2,6.0,4,0,0,0,8,1,3
SRM_STA_166,6.82,0.682,0.97,0.7340000000000001,0,1,CSE,4,1,1,1,1,4,5,2,0,1,4,33,1,1.0,4,0,0,0,8,4,5
SRM_STA_167,8.27,0.827,0.73,0.738,0,1,IT,3,0,1,0,2,3,5,3,2,4,4,35,2,4.0,5,0,0,0,8,1,2
SRM_STA_168,7.52,0.752,0.99,0.82,0,1,IT,3,0,0,3,0,2,5,3,1,5,4,40,2,8.0,3,0,0,0,8,2,3
SRM_STA_169,7.93,0.7929999999999999,0.853,0.85,0,1,AIML,4,3,0,0,1,4,5,3,1,1,3,40,2,2.0,3,0,0,0,8,2,6
SRM_STA_170,8.23,0.8230000000000001,0.795,0.8390000000000001,0,1,CSE,4,2,1,1,0,4,5,3,1,4,2,39,2,9.0,5,0,0,0,8,3,5
SRM_STA_171,8.47,0.8470000000000001,0.655,0.758,0,1,IT,3,0,0,2,1,2,5,3,2,2,3,46,1,3.0,2,0,0,0,8,1,3
SRM_STA_172,7.9,0.79,0.99,0.7140000000000001,0,1,IT,3,1,0,1,1,4,5,2,0,2,5,43,2,3.0,5,0,0,0,8,3,3
SRM_STA_173,6.7,0.67,0.631,0.535,0,1,AIML,4,2,2,0,0,4,5,3,1,3,5,51,1,6.0,3,0,0,0,8,1,6
SRM_STA_174,9.23,0.923,0.917,0.871,0,1,CSE,4,0,0,2,2,2,5,3,2,3,4,47,2,8.0,5,0,0,0,8,3,5
SRM_STA_175,7.43,0.743,0.772,0.721,0,1,IT,4,2,1,1,0,4,5,3,1,2,5,43,2,8.0,3,0,0,0,8,1,6
SRM_STA_176,8.38,0.8380000000000001,0.986,0.915,0,1,CSE,4,1,0,2,1,4,5,2,0,3,5,43,1,2.0,4,0,0,0,8,1,7
SRM_STA_177,6.88,0.688,0.599,0.7140000000000001,0,1,ECE,4,1,1,1,1,4,5,3,3,1,4,33,2,8.0,5,0,0,0,8,2,7
SRM_STA_178,6.56,0.6559999999999999,0.99,0.619,0,1,AIDS,3,0,2,0,1,3,5,3,1,1,2,38,2,12.0,5,0,0,0,8,3,7
SRM_STA_179,8.74,0.874,0.799,0.848,0,1,MECH,3,1,0,1,1,4,5,3,3,1,4,28,2,3.0,2,0,0,0,8,2,4
SRM_STA_180,6.66,0.666,0.99,0.561,0,1,CSE,3,1,0,1,1,4,5,2,0,1,4,31,2,8.0,3,0,0,0,8,5,7
SRM_STA_181,6.28,0.628,0.61,0.662,0,2,AIML,4,1,1,1,1,4,5,2,0,3,3,28,2,3.0,5,0,0,0,8,2,5
SRM_STA_182,8.41,0.841,0.92,0.807,0,1,CSE,3,0,0,1,2,2,5,3,2,3,4,46,2,8.0,4,0,0,0,8,2,5
SRM_STA_183,6.4,0.64,0.878,0.594,0,1,IT,4,0,2,0,2,3,5,3,2,1,5,33,2,8.0,4,0,0,0,8,4,5
SRM_STA_184,6.31,0.631,0.614,0.586,0,1,IT,2,1,0,0,1,4,5,3,1,4,4,27,2,6.0,2,0,0,0,8,2,5
SRM_STA_185,7.8,0.78,0.821,0.8759999999999999,0,1,ECE,2,0,2,0,0,3,5,3,3,2,5,39,1,6.0,5,0,0,0,8,0,6
SRM_STA_186,7.82,0.782,0.745,0.873,0,1,CSE,3,0,1,1,1,3,5,3,2,5,4,40,2,9.0,4,0,0,0,8,3,4
SRM_STA_187,8.26,0.826,0.871,0.9520000000000001,0,1,AIML,4,2,1,0,1,4,5,3,1,3,4,45,1,6.0,3,0,0,0,8,4,4
SRM_STA_188,6.19,0.619,0.773,0.732,0,1,CSE,3,1,0,2,0,4,5,2,0,4,4,39,2,5.0,4,0,0,0,8,1,7
SRM_STA_189,7.91,0.791,0.755,0.9440000000000001,0,1,MECH,3,1,1,1,0,4,5,3,1,3,0,35,2,5.0,5,0,0,0,8,3,2
SRM_STA_190,7.68,0.768,0.718,0.664,0,2,AIML,3,1,1,1,0,4,5,3,4,2,2,27,2,5.0,5,0,0,0,8,3,4
SRM_STA_191,7.09,0.709,0.99,0.6970000000000001,0,1,AIDS,4,3,1,0,0,4,5,3,3,3,5,56,2,9.0,4,0,0,0,8,2,5
SRM_STA_192,6.27,0.627,0.99,0.687,0,1,AIDS,3,1,1,0,1,4,5,3,1,2,1,41,1,1.0,3,0,0,0,8,1,4
SRM_STA_193,6.11,0.611,0.99,0.7390000000000001,0,1,AIML,2,1,1,0,0,4,5,3,3,3,5,29,2,5.0,3,0,0,0,8,3,5
SRM_STA_194,8.48,0.8480000000000001,0.696,0.858,0,1,CSE,3,0,1,1,1,3,5,3,2,2,4,37,2,9.0,5,0,0,0,8,3,5
SRM_STA_195,8.66,0.866,0.7759999999999999,0.887,0,1,ECE,3,1,0,1,1,4,5,3,1,3,5,38,1,1.0,3,0,0,0,8,3,6
SRM_STA_196,7.49,0.749,0.8170000000000001,0.743,0,1,IT,3,0,0,1,2,2,5,3,2,5,3,36,1,3.0,3,0,0,0,8,4,7
SRM_STA_197,7.33,0.733,0.733,0.726,0,1,AIDS,4,0,1,0,3,3,5,3,2,5,4,39,2,8.0,5,0,0,0,8,4,6
SRM_STA_198,7.08,0.708,0.5539999999999999,0.7090000000000001,0,1,AIML,3,0,1,1,1,3,5,2,0,3,4,35,2,8.0,5,0,0,0,8,3,4
SRM_STA_199,7.14,0.714,0.868,0.7390000000000001,0,1,CSE,3,2,1,0,0,4,5,2,0,2,4,38,1,2.0,4,0,0,0,8,3,7
SRM_STA_200,6.05,0.605,0.638,0.581,0,1,ECE,3,0,1,1,1,3,5,3,3,4,4,33,2,2.0,5,0,0,0,8,4,6
SRM_TWO_001,6.14,0.614,0.621,0.6409999999999999,0,1,MECH,1,0,0,0,1,1,2,2,0,1,2,18,0,0.0,0,0,0,0,4,2,2
SRM_TWO_001_V2,6.14,0.614,0.621,0.6409999999999999,0,1,MECH,1,0,0,0,1,1,2,1,0,1,2,16,0,0.0,0,0,0,0,4,0,4
SRM_TWO_002,8.28,0.828,0.8440000000000001,0.7929999999999999,0,0,AIML,2,1,0,0,1,4,2,1,0,1,2,10,0,0.0,0,0,0,0,5,1,2
SRM_TWO_002_V2,8.28,0.828,0.8440000000000001,0.7929999999999999,0,0,AIML,2,0,1,0,1,3,2,1,0,0,1,22,0,0.0,0,0,0,0,5,3,5
SRM_TWO_003,7.11,0.7110000000000001,0.7090000000000001,0.68,0,0,AIML,1,1,0,0,0,4,3,3,1,1,2,26,0,0.0,0,0,0,0,5,2,5
SRM_TWO_003_V2,7.11,0.7110000000000001,0.7090000000000001,0.68,0,0,AIML,1,1,0,0,0,4,3,2,0,2,3,21,0,0.0,0,0,0,0,5,1,3
SRM_TWO_004,6.77,0.6769999999999999,0.755,0.733,0,1,ECE,2,1,0,0,1,4,2,2,0,1,2,16,0,0.0,0,0,0,0,10,3,5
SRM_TWO_004_V2,6.77,0.6769999999999999,0.755,0.733,0,1,AIDS,2,0,0,1,1,2,2,3,1,2,2,13,0,0.0,0,0,0,0,10,4,4
SRM_TWO_005,8.83,0.883,0.8270000000000001,0.868,0,0,IT,1,0,1,0,0,3,2,3,1,0,1,14,1,3.0,2,0,0,0,10,3,8
SRM_TWO_005_V2,8.83,0.883,0.8270000000000001,0.868,0,0,AIDS,1,0,1,0,0,3,2,3,1,0,2,19,1,6.0,5,0,0,0,10,2,7
SRM_TWO_006,6.86,0.686,0.721,0.649,0,0,CSE,2,1,1,0,0,4,2,3,1,0,0,17,1,6.0,3,0,0,0,9,2,6
SRM_TWO_006_V2,6.86,0.686,0.721,0.649,0,0,CSE,2,0,0,1,1,2,2,2,0,2,1,21,1,2.0,4,0,0,0,9,3,3
SRM_TWO_007,7.52,0.752,0.6809999999999999,0.7240000000000001,0,0,CSE,4,1,0,2,1,4,3,3,1,1,3,24,0,0.0,0,0,0,0,6,1,3
SRM_TWO_007_V2,7.52,0.752,0.6809999999999999,0.7240000000000001,0,0,CSE,4,2,0,1,1,4,3,2,0,3,3,21,0,0.0,0,0,0,0,6,0,6
SRM_TWO_008,7.88,0.788,0.753,0.763,0,0,ECE,4,0,1,2,1,3,2,3,2,0,2,18,0,0.0,0,0,0,0,10,3,5
SRM_TWO_008_V2,7.88,0.788,0.753,0.763,0,0,AIDS,4,0,1,2,1,3,2,3,2,1,2,12,0,0.0,0,0,0,0,10,5,7
SRM_TWO_009,7.89,0.7889999999999999,0.735,0.805,0,0,AIML,1,0,1,0,0,3,2,1,0,0,2,15,0,0.0,0,0,0,0,4,1,3
SRM_TWO_009_V2,7.89,0.7889999999999999,0.735,0.805,0,0,AIML,1,0,0,0,1,1,2,1,0,2,2,9,0,0.0,0,0,0,0,4,1,3
SRM_TWO_010,8.09,0.8089999999999999,0.8170000000000001,0.784,0,0,ECE,4,1,0,1,2,4,2,3,1,1,2,10,0,0.0,0,0,0,0,8,3,5
SRM_TWO_010_V2,8.09,0.8089999999999999,0.8170000000000001,0.784,0,0,ECE,4,0,2,1,1,3,2,2,0,1,1,16,0,0.0,0,0,0,0,8,5,5
SRM_TWO_011,9.64,0.9640000000000001,0.99,0.9129999999999999,0,0,AIML,3,1,0,1,1,4,3,3,1,1,3,28,1,6.0,3,0,0,0,4,1,3
SRM_TWO_011_V2,9.64,0.9640000000000001,0.99,0.9129999999999999,0,0,AIML,3,2,0,0,1,4,3,3,2,2,2,32,1,6.0,2,0,0,0,4,1,3
SRM_TWO_012,8.16,0.8160000000000001,0.878,0.846,0,0,AIDS,2,1,1,0,0,4,2,3,1,1,2,8,1,1.0,5,0,0,0,7,5,3
SRM_TWO_012_V2,8.16,0.8160000000000001,0.878,0.846,0,0,AIDS,2,1,0,1,0,4,2,1,0,1,2,17,1,1.0,4,0,0,0,7,3,4
SRM_TWO_013,9.99,0.999,0.99,0.99,0,0,AIML,2,0,1,1,0,3,2,1,0,0,2,14,2,9.0,3,0,0,0,4,2,3
SRM_TWO_013_V2,9.99,0.999,0.99,0.99,0,0,IT,2,1,0,0,1,4,2,3,1,2,0,15,2,4.0,3,0,0,0,4,1,4
SRM_TWO_014,7.54,0.754,0.7979999999999999,0.7440000000000001,0,0,CSE,3,1,1,0,1,4,3,3,1,3,2,21,0,0.0,0,0,0,0,4,2,3
SRM_TWO_014_V2,7.54,0.754,0.7979999999999999,0.7440000000000001,0,0,CSE,3,1,0,1,1,4,3,2,0,3,2,24,0,0.0,0,0,0,0,4,4,3
SRM_TWO_015,8.86,0.8859999999999999,0.8490000000000001,0.8109999999999999,0,0,IT,2,0,2,0,0,3,2,2,0,1,2,20,1,6.0,3,0,0,0,10,3,8
SRM_TWO_015_V2,8.86,0.8859999999999999,0.8490000000000001,0.8109999999999999,0,0,ECE,2,0,1,1,0,3,2,2,0,0,2,11,1,6.0,2,0,0,0,10,1,7
SRM_TWO_016,7.74,0.774,0.799,0.7829999999999999,0,0,AIDS,3,0,0,2,1,2,2,2,0,2,1,15,0,0.0,0,0,0,0,9,3,3
SRM_TWO_016_V2,7.74,0.774,0.799,0.7829999999999999,0,0,IT,3,0,0,2,1,2,2,3,1,1,1,13,0,0.0,0,0,0,0,9,3,4
SRM_TWO_017,8.95,0.8949999999999999,0.7859999999999999,0.715,0,0,AIDS,3,0,0,2,1,2,2,1,0,2,1,17,2,5.0,3,0,0,0,7,2,3
SRM_TWO_017_V2,8.95,0.8949999999999999,0.7859999999999999,0.715,0,0,CSE,3,1,2,0,0,4,2,2,0,2,2,15,2,4.0,5,0,0,0,7,3,4
SRM_TWO_018,8.6,0.86,0.9490000000000001,0.8320000000000001,0,0,MECH,4,1,1,2,0,4,2,3,1,0,2,15,0,0.0,0,0,0,0,9,4,6
SRM_TWO_018_V2,8.6,0.86,0.9490000000000001,0.8320000000000001,0,0,MECH,4,2,0,1,1,4,2,3,2,1,2,11,0,0.0,0,0,0,0,9,5,7
SRM_TWO_019,7.33,0.733,0.696,0.6679999999999999,0,0,IT,3,2,0,0,1,4,2,3,1,0,2,18,2,3.0,5,0,0,0,10,5,4
SRM_TWO_019_V2,7.33,0.733,0.696,0.6679999999999999,0,0,IT,3,0,2,0,1,3,2,3,1,1,1,15,2,8.0,4,0,0,0,10,3,6
SRM_TWO_020,8.26,0.826,0.7190000000000001,0.725,0,0,IT,3,1,0,0,2,4,2,3,2,2,2,14,0,0.0,0,0,0,0,8,3,4
SRM_TWO_020_V2,8.26,0.826,0.7190000000000001,0.725,0,0,IT,3,0,1,2,0,3,2,3,1,2,1,7,0,0.0,0,0,0,0,8,5,5
SRM_TWO_021,6.1,0.61,0.642,0.691,0,1,AIML,4,0,3,1,0,3,2,2,0,0,2,13,2,4.0,5,0,0,0,9,4,8
SRM_TWO_021_V2,6.1,0.61,0.642,0.691,0,1,AIDS,4,0,0,3,1,2,2,2,0,2,2,14,2,3.0,5,0,0,0,9,2,7
SRM_TWO_022,7.0,0.7,0.5589999999999999,0.618,0,0,AIML,1,0,0,0,1,1,2,2,0,0,2,10,0,0.0,0,0,0,0,7,4,5
SRM_TWO_022_V2,7.0,0.7,0.5589999999999999,0.618,0,0,AIML,1,0,0,0,1,1,2,3,1,1,2,18,0,0.0,0,0,0,0,7,3,5
SRM_TWO_023,8.39,0.8390000000000001,0.868,0.882,0,2,IT,2,1,1,0,0,4,2,2,0,0,1,19,0,0.0,0,0,0,0,7,1,5
SRM_TWO_023_V2,8.39,0.8390000000000001,0.868,0.882,0,2,IT,2,1,1,0,0,4,2,2,0,1,0,11,0,0.0,0,0,0,0,7,1,5
SRM_TWO_024,7.69,0.769,0.733,0.649,0,0,AIML,3,1,0,0,2,4,3,3,1,2,1,22,2,5.0,3,0,0,0,4,0,3
SRM_TWO_024_V2,7.69,0.769,0.733,0.649,0,0,AIML,3,0,1,1,1,3,3,2,0,1,1,16,2,4.0,4,0,0,0,4,0,4
SRM_TWO_025,6.05,0.605,0.605,0.606,0,0,IT,3,0,2,0,1,3,2,3,1,2,2,16,2,2.0,5,0,0,0,6,2,4
SRM_TWO_025_V2,6.05,0.605,0.605,0.606,0,0,IT,3,1,1,0,1,4,2,1,0,1,1,19,2,4.0,5,0,0,0,6,2,3
SRM_TWO_026,9.95,0.9949999999999999,0.9420000000000001,0.9690000000000001,0,0,AIDS,3,0,2,1,0,3,2,3,1,1,2,13,2,12.0,3,0,0,0,10,1,6
SRM_TWO_026_V2,9.95,0.9949999999999999,0.9420000000000001,0.9690000000000001,0,0,AIDS,3,1,1,1,0,4,2,3,1,2,0,17,2,8.0,5,0,0,0,10,2,5
SRM_TWO_027,9.24,0.924,0.9129999999999999,0.92,0,0,IT,2,0,1,1,0,3,2,3,1,0,2,12,1,3.0,5,0,0,0,5,1,3
SRM_TWO_027_V2,9.24,0.924,0.9129999999999999,0.92,0,0,AIDS,2,0,0,1,1,2,2,2,0,1,0,19,1,3.0,4,0,0,0,5,1,4
SRM_TWO_028,9.28,0.9279999999999999,0.99,0.922,0,0,IT,1,0,1,0,0,3,2,3,1,1,1,7,0,0.0,0,0,0,0,7,1,4
SRM_TWO_028_V2,9.28,0.9279999999999999,0.99,0.922,0,0,IT,1,0,0,1,0,2,2,3,1,1,2,13,0,0.0,0,0,0,0,7,3,6
SRM_TWO_029,6.62,0.662,0.669,0.6729999999999999,0,0,AIML,2,1,0,0,1,4,3,3,2,1,2,29,0,0.0,0,0,0,0,6,3,3
SRM_TWO_029_V2,6.62,0.662,0.669,0.6729999999999999,0,0,AIML,2,0,0,2,0,2,3,2,0,2,1,21,0,0.0,0,0,0,0,6,2,5
SRM_TWO_030,5.69,0.5690000000000001,0.495,0.633,0,0,AIML,4,2,1,0,1,4,3,3,1,1,3,21,0,0.0,0,0,0,0,6,4,5
SRM_TWO_030_V2,5.69,0.5690000000000001,0.495,0.633,0,0,AIML,4,1,0,0,3,4,3,3,3,2,3,35,0,0.0,0,0,0,0,6,2,4
SRM_TWO_031,6.35,0.635,0.775,0.693,0,1,CSE,2,1,1,0,0,4,2,1,0,1,2,9,0,0.0,0,0,0,0,9,3,7
SRM_TWO_031_V2,6.35,0.635,0.775,0.693,0,1,IT,2,0,0,0,2,1,2,3,1,1,2,23,0,0.0,0,0,0,0,9,2,9
SRM_TWO_032,8.12,0.8119999999999999,0.7909999999999999,0.7909999999999999,0,0,ECE,3,1,1,0,1,4,2,2,0,1,1,14,0,0.0,0,0,0,0,9,4,7
SRM_TWO_032_V2,8.12,0.8119999999999999,0.7909999999999999,0.7909999999999999,0,0,ECE,3,2,0,0,1,4,2,3,1,0,2,20,0,0.0,0,0,0,0,9,5,5
SRM_TWO_033,7.44,0.744,0.6679999999999999,0.726,0,1,MECH,2,0,0,1,1,2,2,3,1,2,2,20,0,0.0,0,0,0,0,8,4,6
SRM_TWO_033_V2,7.44,0.744,0.6679999999999999,0.726,0,1,MECH,2,1,1,0,0,4,2,3,2,2,1,20,0,0.0,0,0,0,0,8,2,4
SRM_TWO_034,6.67,0.667,0.589,0.588,0,0,CSE,2,0,0,0,2,1,3,3,1,0,1,28,1,1.0,3,0,0,0,6,2,4
SRM_TWO_034_V2,6.67,0.667,0.589,0.588,0,0,CSE,2,2,0,0,0,4,3,3,1,2,3,28,1,2.0,5,0,0,0,6,4,5
SRM_TWO_035,8.25,0.825,0.718,0.746,0,2,MECH,1,0,1,0,0,3,2,2,0,0,1,24,2,3.0,4,0,0,0,9,5,6
SRM_TWO_035_V2,8.25,0.825,0.718,0.746,0,2,MECH,1,0,0,0,1,1,2,3,1,1,1,12,2,8.0,4,0,0,0,9,4,5
SRM_TWO_036,8.07,0.807,0.745,0.799,0,1,AIML,2,1,1,0,0,4,2,2,0,1,2,14,0,0.0,0,0,0,0,8,2,3
SRM_TWO_036_V2,8.07,0.807,0.745,0.799,0,1,CSE,2,0,0,1,1,2,2,2,0,1,1,17,0,0.0,0,0,0,0,8,3,6
SRM_TWO_037,8.99,0.899,0.9329999999999999,0.946,0,0,AIDS,1,0,0,1,0,2,2,3,1,1,0,16,0,0.0,0,0,0,0,10,4,7
SRM_TWO_037_V2,8.99,0.899,0.9329999999999999,0.946,0,0,CSE,1,0,0,0,1,1,2,2,0,1,2,15,0,0.0,0,0,0,0,10,4,6
SRM_TWO_038,8.59,0.859,0.807,0.9109999999999999,0,0,ECE,2,2,0,0,0,4,2,3,1,1,0,11,0,0.0,0,0,0,0,5,2,4
SRM_TWO_038_V2,8.59,0.859,0.807,0.9109999999999999,0,0,AIDS,2,0,0,1,1,2,2,3,1,0,2,19,0,0.0,0,0,0,0,5,1,2
SRM_TWO_039,7.54,0.754,0.826,0.7190000000000001,0,1,CSE,4,1,0,2,1,4,2,3,1,1,2,11,0,0.0,0,0,0,0,6,2,1
SRM_TWO_039_V2,7.54,0.754,0.826,0.7190000000000001,0,1,CSE,4,0,2,1,1,3,2,3,1,0,2,12,0,0.0,0,0,0,0,6,1,4
SRM_TWO_040,9.3,0.93,0.99,0.96,0,0,CSE,1,1,0,0,0,4,2,3,1,1,1,11,0,0.0,0,0,0,0,8,2,7
SRM_TWO_040_V2,9.3,0.93,0.99,0.96,0,0,IT,1,1,0,0,0,4,2,3,1,1,2,18,0,0.0,0,0,0,0,8,0,7
SRM_TWO_041,6.56,0.6559999999999999,0.919,0.608,0,2,AIDS,3,1,0,2,0,4,5,3,3,2,3,35,1,3.0,2,0,0,0,8,7,5
SRM_TWO_042,6.52,0.6519999999999999,0.755,0.586,0,1,CSE,4,1,0,1,2,4,5,3,1,2,4,42,1,3.0,4,0,0,0,8,2,4
SRM_TWO_043,7.05,0.705,0.99,0.736,0,1,AIML,3,0,2,0,1,3,5,2,0,4,4,36,2,3.0,4,0,0,0,8,1,6
SRM_TWO_044,6.17,0.617,0.624,0.457,0,1,CSE,2,1,0,0,1,4,5,3,1,2,3,41,2,3.0,5,0,0,0,8,4,2
SRM_TWO_045,7.86,0.786,0.642,0.772,0,1,CSE,1,1,0,0,0,4,5,3,1,4,5,41,1,3.0,3,0,0,0,8,3,5
SRM_TWO_046,6.21,0.621,0.7929999999999999,0.5710000000000001,0,1,IT,1,0,0,0,1,1,5,3,1,4,4,37,2,5.0,5,0,0,0,8,4,6
SRM_TWO_047,7.79,0.779,0.861,0.755,0,1,CSE,3,1,1,0,1,4,5,3,2,5,3,33,1,2.0,2,0,0,0,8,3,6
SRM_TWO_048,6.3,0.63,0.7170000000000001,0.607,0,1,AIML,2,2,0,0,0,4,5,3,1,1,5,32,1,3.0,4,0,0,0,8,1,6
SRM_TWO_049,9.19,0.9189999999999999,0.755,0.856,0,1,AIDS,1,1,0,0,0,4,5,3,4,3,4,36,2,2.0,5,0,0,0,8,0,6
SRM_TWO_050,9.1,0.9099999999999999,0.773,0.99,0,1,CSE,4,2,0,1,1,4,5,3,2,1,4,38,2,9.0,4,0,0,0,8,1,5
SRM_TWO_051,9.09,0.909,0.73,0.977,0,1,AIDS,4,0,2,2,0,3,5,3,3,1,5,36,1,2.0,4,0,0,0,8,5,4
SRM_TWO_052,7.82,0.782,0.836,0.746,0,1,AIML,4,1,0,2,1,4,5,3,1,4,5,39,2,3.0,5,0,0,0,8,3,5
SRM_TWO_053,8.45,0.845,0.6829999999999999,0.843,0,2,AIML,3,0,2,0,1,3,5,3,2,4,4,47,2,5.0,5,0,0,0,8,1,6
SRM_TWO_054,7.97,0.7969999999999999,0.775,0.6920000000000001,0,1,IT,3,1,2,0,0,4,5,3,3,3,3,43,2,5.0,4,0,0,0,8,3,5
