project_id,student_id,project_title,domain,tech_stack,complexity,team_size,has_deployment,has_github,duration_weeks,year
RW-PROJ-SRM_STA_146-01,SRM_STA_146,Placement Eligibility Engine,Data,"FastAPI,React,Pandas",Advanced,4,False,True,3,2026
RW-PROJ-SRM_STA_146-02,SRM_STA_146,Placement Eligibility Engine,IoT,"Pandas,FastAPI,AWS",Advanced,1,True,True,10,2026
RW-PROJ-SRM_STA_146-03,SRM_STA_146,Resume Intelligence Dashboard,Data,"Python,SQL,FastAPI",Intermediate,2,False,True,12,2025
RW-PROJ-SRM_STA_146-04,SRM_STA_146,Candidate Ranking System,AI,"AWS,FastAPI,React",Basic,1,True,False,8,2025
RW-PROJ-SRM_STA_146-05,SRM_STA_146,Placement Eligibility Engine,Cloud,"Python,SQL,Docker",Advanced,1,True,True,12,2024
RW-PROJ-SRM_STA_147-01,SRM_STA_147,Skill Gap Analyzer,Data,"SQL,Pandas,Python",Intermediate,4,True,False,12,2023
RW-PROJ-SRM_STA_147-02,SRM_STA_147,Placement Eligibility Engine,Data,"Pandas,Python,FastAPI",Basic,1,False,True,8,2025
RW-PROJ-SRM_STA_147-03,SRM_STA_147,Skill Gap Analyzer,AI,"Pandas,React,AWS",Basic,3,True,True,5,2026
RW-PROJ-SRM_STA_147-04,SRM_STA_147,Placement Eligibility Engine,IoT,"FastAPI,SQL,AWS",Basic,1,False,True,11,2023
RW-PROJ-SRM_STA_147-05,SRM_STA_147,Placement Eligibility Engine,Data,"AWS,Pandas,React",Basic,2,True,False,11,2024
RW-PROJ-SRM_STA_148-01,SRM_STA_148,Skill Gap Analyzer,Web,"Docker,AWS,React",Advanced,4,False,True,6,2025
RW-PROJ-SRM_STA_148-02,SRM_STA_148,Skill Gap Analyzer,Web,"FastAPI,SQL,AWS",Intermediate,1,False,True,12,2026
RW-PROJ-SRM_STA_148-03,SRM_STA_148,Placement Eligibility Engine,Cloud,"React,SQL,FastAPI",Basic,2,True,True,4,2022
RW-PROJ-SRM_STA_148-04,SRM_STA_148,Skill Gap Analyzer,Data,"Python,React,SQL",Advanced,4,False,False,10,2024
RW-PROJ-SRM_STA_148-05,SRM_STA_148,Placement Eligibility Engine,Data,"Pandas,SQL,FastAPI",Basic,3,True,False,11,2022
RW-PROJ-SRM_STA_149-01,SRM_STA_149,Resume Intelligence Dashboard,Cloud,"SQL,Pandas,FastAPI",Intermediate,3,False,True,5,2023
RW-PROJ-SRM_STA_149-02,SRM_STA_149,Placement Eligibility Engine,AI,"FastAPI,Python,Docker",Intermediate,3,False,True,7,2022
RW-PROJ-SRM_STA_149-03,SRM_STA_149,Resume Intelligence Dashboard,Web,"Python,Docker,AWS",Intermediate,4,False,True,3,2023
RW-PROJ-SRM_STA_149-04,SRM_STA_149,Skill Gap Analyzer,Data,"AWS,Pandas,Docker",Basic,2,False,False,12,2024
RW-PROJ-SRM_STA_149-05,SRM_STA_149,Placement Eligibility Engine,Data,"Docker,SQL,Python",Advanced,2,True,True,5,2023
RW-PROJ-SRM_STA_150-01,SRM_STA_150,Placement Eligibility Engine,Data,"Docker,AWS,Python",Basic,1,False,True,3,2023
RW-PROJ-SRM_STA_150-02,SRM_STA_150,Candidate Ranking System,AI,"FastAPI,Docker,SQL",Basic,1,True,True,4,2023
RW-PROJ-SRM_STA_150-03,SRM_STA_150,Skill Gap Analyzer,IoT,"FastAPI,React,Docker",Intermediate,3,True,False,8,2026
RW-PROJ-SRM_STA_150-04,SRM_STA_150,Skill Gap Analyzer,Web,"Python,SQL,Pandas",Basic,1,False,True,12,2026
RW-PROJ-SRM_STA_150-05,SRM_STA_150,Resume Intelligence Dashboard,AI,"Pandas,FastAPI,Docker",Advanced,1,False,True,10,2025
RW-PROJ-SRM_STA_151-01,SRM_STA_151,Skill Gap Analyzer,Data,"Docker,Python,AWS",Basic,1,True,True,9,2022
RW-PROJ-SRM_STA_151-02,SRM_STA_151,Skill Gap Analyzer,Web,"Python,AWS,FastAPI",Advanced,4,True,False,5,2022
RW-PROJ-SRM_STA_151-03,SRM_STA_151,Resume Intelligence Dashboard,Cloud,"Pandas,Docker,React",Basic,1,False,True,10,2024
RW-PROJ-SRM_STA_151-04,SRM_STA_151,Candidate Ranking System,Data,"Docker,FastAPI,React",Basic,2,True,True,9,2024
RW-PROJ-SRM_STA_151-05,SRM_STA_151,Placement Eligibility Engine,Cloud,"Python,React,AWS",Intermediate,2,True,True,5,2025
RW-PROJ-SRM_STA_152-01,SRM_STA_152,Resume Intelligence Dashboard,Cloud,"Python,Docker,FastAPI",Intermediate,2,True,True,11,2022
RW-PROJ-SRM_STA_152-02,SRM_STA_152,Skill Gap Analyzer,IoT,"AWS,Pandas,Docker",Basic,1,False,True,3,2024
RW-PROJ-SRM_STA_152-03,SRM_STA_152,Placement Eligibility Engine,Cloud,"FastAPI,AWS,Docker",Basic,1,True,True,5,2026
RW-PROJ-SRM_STA_152-04,SRM_STA_152,Candidate Ranking System,Web,"Docker,FastAPI,SQL",Intermediate,3,True,True,11,2023
RW-PROJ-SRM_STA_152-05,SRM_STA_152,Placement Eligibility Engine,Cloud,"React,Python,AWS",Basic,2,True,True,6,2023
RW-PROJ-SRM_STA_153-01,SRM_STA_153,Skill Gap Analyzer,Web,"AWS,Python,React",Intermediate,2,False,True,5,2026
RW-PROJ-SRM_STA_153-02,SRM_STA_153,Resume Intelligence Dashboard,Cloud,"SQL,Python,Pandas",Intermediate,4,False,True,3,2024
RW-PROJ-SRM_STA_153-03,SRM_STA_153,Placement Eligibility Engine,Cloud,"Pandas,Docker,SQL",Intermediate,1,True,False,4,2022
RW-PROJ-SRM_STA_153-04,SRM_STA_153,Placement Eligibility Engine,IoT,"Python,Pandas,Docker",Intermediate,3,False,True,5,2026
RW-PROJ-SRM_STA_153-05,SRM_STA_153,Placement Eligibility Engine,AI,"Docker,Python,SQL",Basic,3,False,True,5,2023
RW-PROJ-SRM_STA_154-01,SRM_STA_154,Placement Eligibility Engine,Data,"FastAPI,React,AWS",Advanced,4,False,True,12,2025
RW-PROJ-SRM_STA_154-02,SRM_STA_154,Placement Eligibility Engine,Cloud,"React,Docker,AWS",Intermediate,2,False,True,4,2024
RW-PROJ-SRM_STA_154-03,SRM_STA_154,Placement Eligibility Engine,Data,"React,Pandas,Docker",Advanced,3,True,True,8,2024
RW-PROJ-SRM_STA_154-04,SRM_STA_154,Placement Eligibility Engine,AI,"AWS,FastAPI,Docker",Advanced,1,True,True,12,2026
RW-PROJ-SRM_STA_154-05,SRM_STA_154,Resume Intelligence Dashboard,IoT,"Pandas,React,AWS",Advanced,3,True,True,12,2026
RW-PROJ-SRM_STA_155-01,SRM_STA_155,Skill Gap Analyzer,Web,"SQL,React,Pandas",Intermediate,4,True,True,9,2026
RW-PROJ-SRM_STA_155-02,SRM_STA_155,Candidate Ranking System,AI,"Pandas,React,SQL",Basic,1,False,True,3,2026
RW-PROJ-SRM_STA_155-03,SRM_STA_155,Resume Intelligence Dashboard,IoT,"SQL,FastAPI,Docker",Advanced,1,True,False,9,2026
RW-PROJ-SRM_STA_155-04,SRM_STA_155,Placement Eligibility Engine,Data,"Docker,SQL,FastAPI",Intermediate,4,False,True,4,2023
RW-PROJ-SRM_STA_155-05,SRM_STA_155,Resume Intelligence Dashboard,Cloud,"Docker,SQL,React",Basic,3,True,True,4,2024
RW-PROJ-SRM_STA_156-01,SRM_STA_156,Candidate Ranking System,AI,"FastAPI,SQL,AWS",Basic,2,False,True,7,2023
RW-PROJ-SRM_STA_156-02,SRM_STA_156,Candidate Ranking System,IoT,"Docker,Pandas,SQL",Intermediate,4,False,True,5,2022
RW-PROJ-SRM_STA_156-03,SRM_STA_156,Candidate Ranking System,Data,"AWS,React,Docker",Intermediate,4,True,True,9,2024
RW-PROJ-SRM_STA_156-04,SRM_STA_156,Candidate Ranking System,Web,"React,Pandas,Python",Basic,3,True,True,3,2024
RW-PROJ-SRM_STA_156-05,SRM_STA_156,Placement Eligibility Engine,Cloud,"FastAPI,Python,AWS",Intermediate,3,True,True,3,2022
RW-PROJ-SRM_STA_157-01,SRM_STA_157,Placement Eligibility Engine,Data,"React,AWS,SQL",Advanced,3,True,True,6,2023
RW-PROJ-SRM_STA_157-02,SRM_STA_157,Placement Eligibility Engine,Web,"React,AWS,Pandas",Basic,2,True,True,5,2022
RW-PROJ-SRM_STA_157-03,SRM_STA_157,Skill Gap Analyzer,Data,"Docker,Pandas,React",Intermediate,2,False,True,4,2026
RW-PROJ-SRM_STA_157-04,SRM_STA_157,Skill Gap Analyzer,AI,"Pandas,Docker,Python",Basic,4,False,False,12,2025
RW-PROJ-SRM_STA_157-05,SRM_STA_157,Resume Intelligence Dashboard,IoT,"Docker,React,AWS",Intermediate,1,False,True,5,2025
RW-PROJ-SRM_STA_158-01,SRM_STA_158,Skill Gap Analyzer,Cloud,"Python,Pandas,React",Advanced,3,False,True,9,2023
RW-PROJ-SRM_STA_158-02,SRM_STA_158,Candidate Ranking System,Web,"Python,AWS,Docker",Advanced,1,False,True,10,2024
RW-PROJ-SRM_STA_158-03,SRM_STA_158,Resume Intelligence Dashboard,Web,"Python,Pandas,SQL",Basic,3,True,True,8,2023
RW-PROJ-SRM_STA_158-04,SRM_STA_158,Resume Intelligence Dashboard,AI,"React,Pandas,Docker",Intermediate,1,True,True,9,2023
RW-PROJ-SRM_STA_158-05,SRM_STA_158,Candidate Ranking System,Data,"Pandas,Python,SQL",Advanced,3,True,False,8,2024
RW-PROJ-SRM_STA_159-01,SRM_STA_159,Candidate Ranking System,Web,"AWS,Python,Docker",Advanced,4,False,True,4,2023
RW-PROJ-SRM_STA_159-02,SRM_STA_159,Skill Gap Analyzer,AI,"React,FastAPI,Docker",Advanced,4,True,True,10,2026
RW-PROJ-SRM_STA_159-03,SRM_STA_159,Candidate Ranking System,Cloud,"Python,FastAPI,AWS",Intermediate,2,False,True,10,2023
RW-PROJ-SRM_STA_159-04,SRM_STA_159,Resume Intelligence Dashboard,IoT,"Docker,React,AWS",Intermediate,4,True,False,8,2026
RW-PROJ-SRM_STA_159-05,SRM_STA_159,Candidate Ranking System,IoT,"Pandas,SQL,React",Advanced,2,True,True,7,2023
RW-PROJ-SRM_STA_160-01,SRM_STA_160,Skill Gap Analyzer,AI,"Pandas,React,Docker",Intermediate,4,True,False,8,2022
RW-PROJ-SRM_STA_160-02,SRM_STA_160,Resume Intelligence Dashboard,Cloud,"React,SQL,AWS",Advanced,2,True,False,9,2024
RW-PROJ-SRM_STA_160-03,SRM_STA_160,Candidate Ranking System,IoT,"React,Pandas,AWS",Basic,1,True,True,8,2023
RW-PROJ-SRM_STA_160-04,SRM_STA_160,Candidate Ranking System,Web,"SQL,React,Python",Advanced,3,True,True,5,2024
RW-PROJ-SRM_STA_160-05,SRM_STA_160,Skill Gap Analyzer,AI,"React,FastAPI,Docker",Intermediate,4,True,True,6,2022
RW-PROJ-SRM_STA_161-01,SRM_STA_161,Resume Intelligence Dashboard,IoT,"Docker,AWS,FastAPI",Basic,2,False,True,11,2025
RW-PROJ-SRM_STA_161-02,SRM_STA_161,Placement Eligibility Engine,IoT,"AWS,Pandas,React",Advanced,3,False,False,3,2026
RW-PROJ-SRM_STA_161-03,SRM_STA_161,Candidate Ranking System,Web,"Python,AWS,React",Basic,4,True,True,7,2026
RW-PROJ-SRM_STA_161-04,SRM_STA_161,Skill Gap Analyzer,Web,"SQL,AWS,Pandas",Intermediate,3,True,True,5,2022
RW-PROJ-SRM_STA_161-05,SRM_STA_161,Placement Eligibility Engine,AI,"Python,SQL,AWS",Advanced,4,True,True,4,2023
RW-PROJ-SRM_STA_162-01,SRM_STA_162,Placement Eligibility Engine,AI,"SQL,AWS,Docker",Advanced,3,False,True,9,2025
RW-PROJ-SRM_STA_162-02,SRM_STA_162,Placement Eligibility Engine,AI,"Python,React,FastAPI",Advanced,3,False,False,5,2023
RW-PROJ-SRM_STA_162-03,SRM_STA_162,Candidate Ranking System,Web,"AWS,Docker,React",Basic,2,False,True,5,2024
RW-PROJ-SRM_STA_162-04,SRM_STA_162,Candidate Ranking System,Web,"AWS,Python,Docker",Intermediate,2,True,True,9,2026
RW-PROJ-SRM_STA_162-05,SRM_STA_162,Candidate Ranking System,IoT,"Docker,Python,AWS",Advanced,3,True,True,12,2024
RW-PROJ-SRM_STA_163-01,SRM_STA_163,Placement Eligibility Engine,Web,"Python,React,Docker",Basic,2,False,True,4,2022
RW-PROJ-SRM_STA_163-02,SRM_STA_163,Candidate Ranking System,Cloud,"SQL,Python,Pandas",Intermediate,2,True,True,8,2024
RW-PROJ-SRM_STA_163-03,SRM_STA_163,Placement Eligibility Engine,AI,"React,SQL,AWS",Basic,1,False,True,6,2026
RW-PROJ-SRM_STA_163-04,SRM_STA_163,Skill Gap Analyzer,Cloud,"React,Docker,Python",Basic,3,True,True,5,2022
RW-PROJ-SRM_STA_163-05,SRM_STA_163,Placement Eligibility Engine,IoT,"SQL,Pandas,Python",Advanced,1,False,True,5,2023
RW-PROJ-SRM_STA_164-01,SRM_STA_164,Placement Eligibility Engine,Cloud,"AWS,React,SQL",Advanced,1,False,True,3,2026
RW-PROJ-SRM_STA_164-02,SRM_STA_164,Skill Gap Analyzer,Cloud,"Pandas,FastAPI,SQL",Advanced,3,True,True,5,2023
RW-PROJ-SRM_STA_164-03,SRM_STA_164,Candidate Ranking System,Web,"AWS,React,Pandas",Advanced,1,True,False,4,2022
RW-PROJ-SRM_STA_164-04,SRM_STA_164,Resume Intelligence Dashboard,AI,"FastAPI,Pandas,Docker",Basic,2,True,True,11,2025
RW-PROJ-SRM_STA_164-05,SRM_STA_164,Resume Intelligence Dashboard,AI,"Pandas,Python,Docker",Intermediate,1,True,True,12,2023
RW-PROJ-SRM_STA_165-01,SRM_STA_165,Placement Eligibility Engine,Data,"SQL,Docker,Pandas",Basic,3,True,True,11,2026
RW-PROJ-SRM_STA_165-02,SRM_STA_165,Skill Gap Analyzer,AI,"SQL,Pandas,Python",Basic,1,True,True,9,2026
RW-PROJ-SRM_STA_165-03,SRM_STA_165,Skill Gap Analyzer,AI,"FastAPI,SQL,React",Advanced,4,True,True,5,2025
RW-PROJ-SRM_STA_165-04,SRM_STA_165,Candidate Ranking System,Web,"React,FastAPI,SQL",Intermediate,2,False,True,10,2025
RW-PROJ-SRM_STA_165-05,SRM_STA_165,Skill Gap Analyzer,Web,"React,SQL,FastAPI",Basic,1,False,True,8,2026
RW-PROJ-SRM_STA_166-01,SRM_STA_166,Resume Intelligence Dashboard,Web,"React,AWS,Python",Basic,1,False,True,6,2023
RW-PROJ-SRM_STA_166-02,SRM_STA_166,Resume Intelligence Dashboard,AI,"React,Docker,Python",Basic,1,False,True,4,2024
RW-PROJ-SRM_STA_166-03,SRM_STA_166,Placement Eligibility Engine,Cloud,"FastAPI,Pandas,Docker",Intermediate,4,False,False,12,2022
RW-PROJ-SRM_STA_166-04,SRM_STA_166,Skill Gap Analyzer,Data,"FastAPI,Docker,Python",Intermediate,3,True,True,3,2022
RW-PROJ-SRM_STA_166-05,SRM_STA_166,Candidate Ranking System,Web,"FastAPI,Docker,Pandas",Intermediate,4,False,True,8,2025
RW-PROJ-SRM_STA_167-01,SRM_STA_167,Candidate Ranking System,Web,"Docker,Pandas,FastAPI",Advanced,3,True,True,5,2026
RW-PROJ-SRM_STA_167-02,SRM_STA_167,Placement Eligibility Engine,AI,"AWS,FastAPI,Python",Basic,2,True,True,3,2023
RW-PROJ-SRM_STA_167-03,SRM_STA_167,Resume Intelligence Dashboard,AI,"Python,SQL,React",Advanced,2,True,False,9,2023
RW-PROJ-SRM_STA_167-04,SRM_STA_167,Resume Intelligence Dashboard,AI,"SQL,AWS,Python",Intermediate,2,False,True,6,2026
RW-PROJ-SRM_STA_167-05,SRM_STA_167,Resume Intelligence Dashboard,Data,"FastAPI,AWS,React",Intermediate,2,True,True,12,2022
RW-PROJ-SRM_STA_168-01,SRM_STA_168,Candidate Ranking System,IoT,"AWS,Python,FastAPI",Intermediate,3,True,True,3,2025
RW-PROJ-SRM_STA_168-02,SRM_STA_168,Candidate Ranking System,Cloud,"Pandas,Python,AWS",Intermediate,3,True,False,11,2026
RW-PROJ-SRM_STA_168-03,SRM_STA_168,Resume Intelligence Dashboard,Data,"React,Python,FastAPI",Basic,4,True,True,4,2025
RW-PROJ-SRM_STA_168-04,SRM_STA_168,Resume Intelligence Dashboard,Data,"FastAPI,Pandas,Docker",Advanced,2,True,True,10,2023
RW-PROJ-SRM_STA_168-05,SRM_STA_168,Resume Intelligence Dashboard,Web,"AWS,Pandas,Docker",Intermediate,4,True,True,12,2024
RW-PROJ-SRM_STA_169-01,SRM_STA_169,Skill Gap Analyzer,IoT,"SQL,AWS,FastAPI",Advanced,3,False,False,11,2023
RW-PROJ-SRM_STA_169-02,SRM_STA_169,Skill Gap Analyzer,AI,"Pandas,Docker,React",Intermediate,4,True,True,6,2025
RW-PROJ-SRM_STA_169-03,SRM_STA_169,Resume Intelligence Dashboard,Cloud,"SQL,FastAPI,AWS",Basic,3,False,False,12,2023
RW-PROJ-SRM_STA_169-04,SRM_STA_169,Candidate Ranking System,AI,"SQL,React,Python",Basic,2,False,True,3,2025
RW-PROJ-SRM_STA_169-05,SRM_STA_169,Candidate Ranking System,Data,"FastAPI,Docker,Python",Basic,2,False,True,8,2026
RW-PROJ-SRM_STA_170-01,SRM_STA_170,Candidate Ranking System,Cloud,"FastAPI,Python,Docker",Intermediate,1,True,True,5,2025
RW-PROJ-SRM_STA_170-02,SRM_STA_170,Resume Intelligence Dashboard,AI,"Python,AWS,React",Intermediate,3,True,False,6,2024
RW-PROJ-SRM_STA_170-03,SRM_STA_170,Skill Gap Analyzer,Data,"SQL,React,FastAPI",Advanced,1,False,True,8,2025
RW-PROJ-SRM_STA_170-04,SRM_STA_170,Candidate Ranking System,Data,"React,SQL,Python",Intermediate,2,True,False,8,2024
RW-PROJ-SRM_STA_170-05,SRM_STA_170,Candidate Ranking System,Cloud,"React,SQL,Pandas",Basic,2,True,False,12,2022
RW-PROJ-SRM_STA_171-01,SRM_STA_171,Resume Intelligence Dashboard,Cloud,"React,AWS,Docker",Advanced,4,True,True,7,2026
RW-PROJ-SRM_STA_171-02,SRM_STA_171,Placement Eligibility Engine,IoT,"SQL,FastAPI,Docker",Advanced,3,True,False,12,2024
RW-PROJ-SRM_STA_171-03,SRM_STA_171,Placement Eligibility Engine,Data,"React,AWS,SQL",Basic,4,False,True,10,2024
RW-PROJ-SRM_STA_171-04,SRM_STA_171,Resume Intelligence Dashboard,Cloud,"Python,Docker,SQL",Basic,1,False,True,7,2025
RW-PROJ-SRM_STA_171-05,SRM_STA_171,Candidate Ranking System,Data,"SQL,Pandas,React",Intermediate,2,False,False,10,2026
RW-PROJ-SRM_STA_172-01,SRM_STA_172,Placement Eligibility Engine,IoT,"Python,SQL,React",Intermediate,4,False,True,11,2025
RW-PROJ-SRM_STA_172-02,SRM_STA_172,Placement Eligibility Engine,Data,"AWS,Python,SQL",Basic,1,False,True,8,2023
RW-PROJ-SRM_STA_172-03,SRM_STA_172,Skill Gap Analyzer,Web,"Pandas,FastAPI,Python",Basic,1,False,True,6,2024
RW-PROJ-SRM_STA_172-04,SRM_STA_172,Skill Gap Analyzer,Cloud,"Pandas,Python,Docker",Intermediate,4,True,True,9,2026
RW-PROJ-SRM_STA_172-05,SRM_STA_172,Resume Intelligence Dashboard,Data,"React,Docker,Pandas",Basic,3,True,True,9,2024
RW-PROJ-SRM_STA_173-01,SRM_STA_173,Resume Intelligence Dashboard,IoT,"Python,React,AWS",Basic,4,True,True,11,2026
RW-PROJ-SRM_STA_173-02,SRM_STA_173,Resume Intelligence Dashboard,Web,"SQL,FastAPI,AWS",Basic,4,True,True,8,2026
RW-PROJ-SRM_STA_173-03,SRM_STA_173,Skill Gap Analyzer,Data,"SQL,Python,Docker",Basic,4,True,True,11,2025
RW-PROJ-SRM_STA_173-04,SRM_STA_173,Resume Intelligence Dashboard,AI,"React,AWS,Docker",Advanced,1,False,True,9,2026
RW-PROJ-SRM_STA_173-05,SRM_STA_173,Resume Intelligence Dashboard,AI,"FastAPI,React,Docker",Intermediate,1,False,True,12,2022
RW-PROJ-SRM_STA_174-01,SRM_STA_174,Resume Intelligence Dashboard,Web,"Docker,FastAPI,React",Advanced,4,False,True,8,2024
RW-PROJ-SRM_STA_174-02,SRM_STA_174,Resume Intelligence Dashboard,Web,"AWS,Pandas,Python",Advanced,1,True,True,11,2022
RW-PROJ-SRM_STA_174-03,SRM_STA_174,Resume Intelligence Dashboard,AI,"SQL,Docker,Python",Basic,3,False,True,9,2022
RW-PROJ-SRM_STA_174-04,SRM_STA_174,Skill Gap Analyzer,IoT,"Pandas,React,Docker",Intermediate,2,True,False,8,2026
RW-PROJ-SRM_STA_174-05,SRM_STA_174,Candidate Ranking System,IoT,"React,Docker,SQL",Basic,1,True,True,11,2024
RW-PROJ-SRM_STA_175-01,SRM_STA_175,Resume Intelligence Dashboard,Cloud,"Python,Docker,AWS",Advanced,4,True,True,6,2024
RW-PROJ-SRM_STA_175-02,SRM_STA_175,Skill Gap Analyzer,Cloud,"Docker,SQL,Python",Intermediate,1,False,True,11,2022
RW-PROJ-SRM_STA_175-03,SRM_STA_175,Placement Eligibility Engine,Cloud,"React,Python,SQL",Basic,4,False,True,11,2022
RW-PROJ-SRM_STA_175-04,SRM_STA_175,Skill Gap Analyzer,Data,"AWS,SQL,Pandas",Basic,2,True,True,3,2026
RW-PROJ-SRM_STA_175-05,SRM_STA_175,Candidate Ranking System,IoT,"Docker,Python,Pandas",Intermediate,4,False,True,12,2022
RW-PROJ-SRM_STA_176-01,SRM_STA_176,Candidate Ranking System,Data,"Docker,Pandas,AWS",Basic,3,False,True,12,2022
RW-PROJ-SRM_STA_176-02,SRM_STA_176,Resume Intelligence Dashboard,Data,"React,FastAPI,Pandas",Basic,2,True,True,8,2024
RW-PROJ-SRM_STA_176-03,SRM_STA_176,Placement Eligibility Engine,AI,"SQL,Python,React",Basic,1,True,True,8,2025
RW-PROJ-SRM_STA_176-04,SRM_STA_176,Candidate Ranking System,Web,"Python,SQL,AWS",Basic,1,False,True,12,2024
RW-PROJ-SRM_STA_176-05,SRM_STA_176,Resume Intelligence Dashboard,IoT,"React,Docker,SQL",Intermediate,2,True,True,3,2026
RW-PROJ-SRM_STA_177-01,SRM_STA_177,Skill Gap Analyzer,Cloud,"FastAPI,Pandas,Python",Advanced,4,False,True,5,2026
RW-PROJ-SRM_STA_177-02,SRM_STA_177,Candidate Ranking System,Cloud,"AWS,Docker,React",Basic,2,True,False,8,2023
RW-PROJ-SRM_STA_177-03,SRM_STA_177,Candidate Ranking System,Cloud,"AWS,React,Python",Advanced,3,False,True,12,2022
RW-PROJ-SRM_STA_177-04,SRM_STA_177,Resume Intelligence Dashboard,Data,"Pandas,Docker,FastAPI",Intermediate,1,False,True,5,2024
RW-PROJ-SRM_STA_177-05,SRM_STA_177,Resume Intelligence Dashboard,AI,"Docker,Pandas,React",Advanced,4,False,True,3,2025
RW-PROJ-SRM_STA_178-01,SRM_STA_178,Placement Eligibility Engine,Data,"React,Python,Pandas",Basic,2,False,False,12,2024
RW-PROJ-SRM_STA_178-02,SRM_STA_178,Resume Intelligence Dashboard,Web,"AWS,Docker,Python",Advanced,3,False,True,10,2023
RW-PROJ-SRM_STA_178-03,SRM_STA_178,Candidate Ranking System,IoT,"Python,React,AWS",Intermediate,3,False,False,5,2025
RW-PROJ-SRM_STA_178-04,SRM_STA_178,Candidate Ranking System,AI,"AWS,Pandas,FastAPI",Intermediate,1,True,True,7,2024
RW-PROJ-SRM_STA_178-05,SRM_STA_178,Skill Gap Analyzer,IoT,"FastAPI,SQL,Python",Intermediate,1,False,False,4,2024
RW-PROJ-SRM_STA_179-01,SRM_STA_179,Skill Gap Analyzer,AI,"Python,Pandas,FastAPI",Advanced,2,False,True,5,2023
RW-PROJ-SRM_STA_179-02,SRM_STA_179,Skill Gap Analyzer,Web,"SQL,FastAPI,Docker",Advanced,4,False,True,3,2026
RW-PROJ-SRM_STA_179-03,SRM_STA_179,Placement Eligibility Engine,AI,"React,FastAPI,AWS",Intermediate,3,False,False,3,2023
RW-PROJ-SRM_STA_179-04,SRM_STA_179,Resume Intelligence Dashboard,Web,"React,AWS,Pandas",Advanced,2,True,True,8,2022
RW-PROJ-SRM_STA_179-05,SRM_STA_179,Placement Eligibility Engine,Web,"Python,Docker,AWS",Basic,4,False,True,9,2025
RW-PROJ-SRM_STA_180-01,SRM_STA_180,Resume Intelligence Dashboard,IoT,"Docker,FastAPI,AWS",Intermediate,2,False,False,4,2023
RW-PROJ-SRM_STA_180-02,SRM_STA_180,Candidate Ranking System,AI,"Python,FastAPI,Docker",Intermediate,1,True,True,8,2024
RW-PROJ-SRM_STA_180-03,SRM_STA_180,Skill Gap Analyzer,IoT,"React,FastAPI,SQL",Basic,1,False,True,3,2022
RW-PROJ-SRM_STA_180-04,SRM_STA_180,Skill Gap Analyzer,Web,"SQL,React,Docker",Intermediate,4,False,True,12,2026
RW-PROJ-SRM_STA_180-05,SRM_STA_180,Skill Gap Analyzer,Data,"FastAPI,AWS,SQL",Intermediate,4,False,True,4,2022
RW-PROJ-SRM_STA_181-01,SRM_STA_181,Skill Gap Analyzer,AI,"FastAPI,Python,Pandas",Basic,2,True,True,8,2026
RW-PROJ-SRM_STA_181-02,SRM_STA_181,Resume Intelligence Dashboard,Data,"AWS,Pandas,Python",Basic,1,True,False,3,2024
RW-PROJ-SRM_STA_181-03,SRM_STA_181,Candidate Ranking System,Cloud,"Python,Docker,AWS",Basic,2,True,True,3,2022
RW-PROJ-SRM_STA_181-04,SRM_STA_181,Placement Eligibility Engine,Web,"React,FastAPI,Pandas",Basic,3,False,False,7,2026
RW-PROJ-SRM_STA_181-05,SRM_STA_181,Skill Gap Analyzer,AI,"Pandas,AWS,Docker",Intermediate,3,False,True,7,2024
RW-PROJ-SRM_STA_182-01,SRM_STA_182,Candidate Ranking System,Cloud,"SQL,AWS,Pandas",Basic,2,False,False,12,2025
RW-PROJ-SRM_STA_182-02,SRM_STA_182,Candidate Ranking System,IoT,"Pandas,FastAPI,SQL",Advanced,3,True,True,5,2026
RW-PROJ-SRM_STA_182-03,SRM_STA_182,Resume Intelligence Dashboard,Web,"SQL,Python,AWS",Intermediate,1,True,True,12,2025
RW-PROJ-SRM_STA_182-04,SRM_STA_182,Skill Gap Analyzer,Web,"React,Docker,SQL",Intermediate,2,False,True,9,2025
RW-PROJ-SRM_STA_182-05,SRM_STA_182,Placement Eligibility Engine,AI,"React,Python,SQL",Advanced,4,True,True,8,2023
RW-PROJ-SRM_STA_183-01,SRM_STA_183,Placement Eligibility Engine,AI,"React,SQL,AWS",Basic,3,False,True,6,2022
RW-PROJ-SRM_STA_183-02,SRM_STA_183,Resume Intelligence Dashboard,Cloud,"Python,SQL,FastAPI",Advanced,4,False,True,10,2023
RW-PROJ-SRM_STA_183-03,SRM_STA_183,Resume Intelligence Dashboard,IoT,"Pandas,Python,AWS",Basic,2,False,True,4,2026
RW-PROJ-SRM_STA_183-04,SRM_STA_183,Candidate Ranking System,IoT,"Docker,FastAPI,AWS",Advanced,1,False,True,3,2022
RW-PROJ-SRM_STA_183-05,SRM_STA_183,Placement Eligibility Engine,Data,"Pandas,Python,React",Basic,4,True,True,10,2026
RW-PROJ-SRM_STA_184-01,SRM_STA_184,Placement Eligibility Engine,Cloud,"Python,Pandas,Docker",Intermediate,1,True,True,12,2025
RW-PROJ-SRM_STA_184-02,SRM_STA_184,Placement Eligibility Engine,Web,"React,AWS,FastAPI",Advanced,4,False,True,4,2026
